trial,step,original,complete,window,sups,size
7,3663,48,288,1,1,100
7,3514,1,436,1,1,100
7,3892,49,59,1,1,100
7,3912,40,40,1,1,100
7,3939,15,15,1,1,100
7,3927,28,28,1,1,100
7,3954,5,5,1,1,100
7,3930,30,30,1,1,100
7,3943,7,18,1,1,100
7,3914,33,49,1,1,100
7,3928,36,36,1,1,100
7,3919,45,45,1,1,100
7,3938,19,26,1,1,100
7,3935,30,30,1,1,100
7,3955,11,11,1,1,100
7,3926,40,40,1,1,100
7,3949,17,17,1,1,100
7,3937,24,30,1,1,100
7,3934,34,34,1,1,100
7,3941,29,29,1,1,100
7,3929,45,45,1,1,100
7,3940,34,34,1,1,100
7,3950,24,24,1,1,100
7,3951,24,24,1,1,100
7,3944,32,32,1,1,100
7,3519,25,456,1,1,100
7,3933,44,44,1,1,100
7,3544,1,432,1,1,100
7,3962,16,16,1,1,100
7,3952,27,27,1,1,100
7,3931,15,48,1,1,100
7,3974,9,9,1,1,100
7,3946,17,38,1,1,100
7,3961,23,23,1,1,100
7,3980,5,5,1,1,100
7,3975,3,11,1,1,100
7,3983,3,3,1,1,100
7,3966,16,19,1,1,100
7,3947,40,40,1,1,100
7,3958,21,29,1,1,100
7,3979,10,10,1,1,100
7,3953,5,36,1,1,100
7,3700,38,288,1,1,100
7,3936,44,53,1,1,100
7,3956,35,35,1,1,100
7,3985,6,6,1,1,100
7,3968,23,23,1,1,100
7,3920,49,73,1,1,100
7,3855,43,138,1,1,100
7,3976,18,18,1,1,100
7,3977,19,19,1,1,100
7,3948,48,48,1,1,100
7,3713,8,283,1,1,100
7,3986,11,11,1,1,100
7,3959,38,38,1,1,100
7,3963,36,36,1,1,100
7,3967,3,33,1,1,100
7,3907,50,94,1,1,100
7,3960,42,42,1,1,100
7,4001,3,3,1,1,100
7,3970,33,33,1,1,100
7,3978,27,27,1,1,100
7,3993,5,13,1,1,100
7,3990,18,18,1,1,100
7,3964,47,47,1,1,100
7,4011,6,6,1,1,100
7,4013,4,4,1,1,100
7,4006,13,13,1,1,100
7,3965,45,54,1,1,100
7,3969,50,50,1,1,100
7,4007,14,14,1,1,100
7,3996,17,26,1,1,100
7,3988,35,35,1,1,100
7,3998,25,25,1,1,100
7,3984,32,41,1,1,100
7,3566,49,459,1,1,100
7,3982,45,45,1,1,100
7,3971,40,55,1,1,100
7,4002,26,26,1,1,100
7,3715,33,314,1,1,100
7,3999,35,35,1,1,100
7,3987,42,46,1,1,100
7,3995,39,39,1,1,100
7,3973,45,61,1,1,100
7,3719,4,315,1,1,100
7,3981,49,54,1,1,100
7,3992,46,46,1,1,100
7,3861,45,177,1,1,100
7,3989,41,49,1,1,100
7,3616,14,424,1,1,100
7,4026,7,14,1,1,100
7,3994,16,47,1,1,100
7,4010,31,31,1,1,100
7,4020,23,25,1,1,100
7,4005,42,42,1,1,100
7,4016,13,32,1,1,100
7,4004,46,46,1,1,100
7,3644,11,407,1,1,100
7,3997,50,55,1,1,100
7,3991,26,62,1,1,100
7,4031,25,25,1,1,100
7,4019,37,37,1,1,100
7,4014,42,42,1,1,100
7,4042,12,12,1,1,100
7,4047,10,10,1,1,100
7,4057,2,2,1,1,100
7,4035,18,24,1,1,100
7,4043,16,16,1,1,100
7,4036,25,25,1,1,100
7,4027,34,34,1,1,100
7,4029,36,36,1,1,100
7,3891,31,178,1,1,100
7,4044,24,24,1,1,100
7,4022,14,48,1,1,100
7,4040,31,31,1,1,100
7,4034,34,34,1,1,100
7,4037,31,31,1,1,100
7,4045,6,21,1,1,100
7,4025,42,42,1,1,100
7,4038,14,37,1,1,100
7,4048,20,20,1,1,100
7,4021,48,48,1,1,100
7,4023,49,49,1,1,100
7,4060,16,16,1,1,100
7,4053,23,23,1,1,100
7,4000,39,73,1,1,100
7,4018,1,56,1,1,100
7,4030,45,45,1,1,100
7,4052,25,25,1,1,100
7,4041,31,31,1,1,100
7,3798,44,280,1,1,100
7,4051,30,30,1,1,100
7,4072,5,5,1,1,100
7,3665,32,417,1,1,100
7,4046,37,38,1,1,100
7,4049,18,36,1,1,100
7,4039,48,48,1,1,100
7,4078,9,9,1,1,100
7,3808,11,281,1,1,100
7,4058,32,32,1,1,100
7,3699,8,391,1,1,100
7,4056,35,35,1,1,100
7,3851,6,244,1,1,100
7,4009,43,87,1,1,100
7,4008,49,91,1,1,100
7,4055,43,43,1,1,100
7,4063,31,36,1,1,100
7,4050,49,49,1,1,100
7,4066,34,34,1,1,100
7,4094,6,6,1,1,100
7,4075,25,25,1,1,100
7,4068,25,25,1,1,100
7,4073,5,26,1,1,100
7,4076,27,27,1,1,100
7,4054,47,50,1,1,100
7,4104,1,1,1,1,100
7,4088,18,18,1,1,100
7,4059,39,49,1,1,100
7,4065,44,44,1,1,100
7,4067,25,32,1,1,100
7,4098,11,11,1,1,100
7,4100,10,10,1,1,100
7,4071,34,34,1,1,100
7,3932,43,180,1,1,100
7,4062,14,50,1,1,100
7,4087,27,27,1,1,100
7,4084,33,33,1,1,100
7,4096,24,24,1,1,100
7,4070,45,45,1,1,100
7,4086,21,36,1,1,100
7,4080,43,43,1,1,100
7,4091,23,31,1,1,100
7,4099,24,24,1,1,100
7,4089,34,34,1,1,100
7,4112,13,13,1,1,100
7,4092,33,33,1,1,100
7,4111,14,14,1,1,100
7,4061,35,65,1,1,100
7,4077,50,50,1,1,100
7,3767,38,362,1,1,100
7,3768,1,362,1,1,100
7,4064,40,66,1,1,100
7,4083,46,46,1,1,100
7,4097,34,34,1,1,100
7,4130,2,2,1,1,100
7,4102,30,30,1,1,100
7,4117,16,16,1,1,100
7,4069,7,56,1,1,100
7,4028,41,108,1,1,100
7,4113,23,23,1,1,100
7,3942,25,195,1,1,100
7,4127,11,11,1,1,100
7,4119,21,21,1,1,100
7,4110,17,32,1,1,100
7,4093,43,49,1,1,100
7,4128,15,15,1,1,100
7,3917,48,226,1,1,100
7,4109,34,34,1,1,100
7,4139,4,4,1,1,100
7,4101,41,43,1,1,100
7,4124,22,22,1,1,100
7,4144,2,2,1,1,100
7,4105,41,41,1,1,100
7,4081,48,69,1,1,100
7,4122,28,28,1,1,100
7,4114,35,35,1,1,100
7,4082,2,70,1,1,100
7,4136,11,16,1,1,100
7,4125,29,29,1,1,100
7,4123,34,34,1,1,100
